temperature_2m,relativehumidity_2m,dewpoint_2m,apparent_temperature,pressure_msl,surface_pressure,precipitation,direct_radiation,diffuse_radiation,windspeed_10m,pm10
1.0,89,-0.5,-2.5,1030.9,1001.2,0.0,0.0,0.0,7.1,62.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
0.3,90,-1.1,-5.2,1030.7,1000.8,0.0,0.0,0.0,7.6,70.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-0.4,92,-1.6,-5.8,1030.6,1000.6,0.0,0.0,0.0,8.1,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.1,93,-2.1,-4.2,1030.4,1000.5,0.0,0.0,0.0,6.6,65.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.4,94,-2.3,-2.6,1030.5,1000.8,0.0,0.0,0.0,4.6,62.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.5,94,-2.3,-2.5,1030.3,1000.6,0.0,0.0,0.0,2.0,58.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.4,94,-2.3,-2.5,1030.1,1000.3,0.0,0.0,0.0,1.3,59.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.5,93,-2.4,-2.9,1029.6,999.8,0.0,0.0,0.0,2.5,53.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.4,93,-2.4,-3.1,1029.3,999.5,0.0,0.0,0.0,1.9,49.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-1.6,92,-2.7,-4.6,1029.4,999.5,0.0,0.0,0.0,1.8,58.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.0,92,-3.1,-6.0,1029.3,999.2,0.0,0.0,0.0,1.5,56.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.4,92,-3.6,-6.5,1029.3,999.2,0.0,0.0,0.0,2.5,53.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
-2.6,92,-3.7,-5.1,1029.6,999.6,0.0,23.0,20.0,4.0,56.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
1.5,80,-1.5,-2.4,1029.6,999.9,0.0,116.0,61.0,2.2,49.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
5.3,64,-0.9,-0.7,1029.6,1000.0,0.0,242.0,78.0,1.3,59.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
7.6,57,-0.3,2.0,1029.5,1000.2,0.0,337.0,92.0,0.8,78.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
9.3,52,-0.1,4.5,1029.1,1000.1,0.0,391.0,100.0,0.7,77.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
10.5,49,0.1,6.7,1028.3,999.5,0.0,396.0,103.0,2.4,71.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
11.0,49,0.5,8.0,1027.2,998.6,0.0,352.0,101.0,3.7,60.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
10.7,54,1.7,8.4,1026.8,998.3,0.0,256.0,97.0,5.0,55.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
9.5,61,2.4,7.3,1026.5,997.9,0.0,157.0,69.0,5.1,63.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
7.4,71,2.4,3.3,1026.4,997.4,0.0,44.0,39.0,9.2,77.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
4.6,80,1.5,2.5,1026.7,997.6,0.0,0.0,3.0,8.4,88.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.5,86,0.4,3.5,1026.9,997.9,0.0,0.0,0.0,6.3,97.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
2.2,85,-0.0,2.0,1027.1,997.9,0.0,0.0,0.0,1.3,84.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
0.8,90,-0.7,-1.0,1027.4,997.9,0.0,0.0,0.0,3.3,80.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.3,93,-1.3,-2.5,1027.4,997.8,0.0,0.0,0.0,4.6,84.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
-0.7,94,-1.6,-3.1,1027.4,997.7,0.0,0.0,0.0,4.1,80.0
